Sebern,England 1296
De Wympton,England 1296
Russel,England 1296
Capellanus,England 1296
Fraunchors,England 1296
Ad Fontem,England 1296
De Reresby,England 1296
De Boyuile,England 1296
Parson,England 1296
De Wytewell,England 1296
Biroun,England 1296
Le Coupere,England 1296
De Lambourne,England 1296
De Luffenham,England 1296
Maudust,England 1296
Hore,England 1296
De Ketene,England 1296
Wayland,England 1296
Hungeld,England 1296
Horlok,England 1296
Le Palmer,England 1296
De Lindon,England 1296
Aboueyetoun,England 1296
Maudust,England 1296
Bate,England 1296
Wytehevid,England 1296
De Westhorp,England 1296
De Sancto Neeto,England 1296
De Westhorp,England 1296
Godewyn,England 1296
De Wynge,England 1296
